Sample_id,GSM803665,GSM803666,GSM803667,GSM803668,GSM803669,GSM803670,GSM803671,GSM803672,GSM803723,GSM803724,GSM803725,GSM803726,GSM803727,GSM803728,GSM803729,GSM803730,GSM803781,GSM803782,GSM803783,GSM803784,GSM803785,GSM803786,GSM803787,GSM102682,GSM102683
1562799_at,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,7,23
1562800_at,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,5
1562801_at,4,5,4,4,4,5,5,5,4,5,5,4,4,4,5,5,5,5,4,4,5,4,5,13,2
1562802_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4
1562803_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
1562805_at,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,7,2
1562810_at,5,4,4,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,32,9
1562811_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
1562812_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1
1562815_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,32,16
1562817_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4
1562818_at,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,6
1562820_at,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,3,3,2,2,3,2,3,3,2,13
1562821_a_at,3,3,4,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,37,19
1562822_at,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,1
1562823_at,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,8,1
1562825_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,24,11
1562826_at,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,49,32
1562827_at,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,14,22
1562828_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,10
1562829_at,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,15,3
1562830_at,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,19,13
1562831_a_at,4,3,3,3,3,4,4,4,4,3,4,3,4,3,3,3,4,3,3,3,4,3,3,9,12
1562832_at,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,12,11
1562834_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,31
1562835_at,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,17
1562836_at,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,5,8,5,7,5,6,5,79,13
1562839_at,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,3,3,3,2,3,11,7
1562841_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,7
1562844_at,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,6,13
1562845_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3
1562847_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
1562848_at,5,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,5,5,5,4,5,5,5,44,18
1562849_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,54,50
1562850_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,9,12
1562852_at,6,5,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,54,7
1562853_x_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,30
1562854_at,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,3,6,10
1562856_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1562857_at,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,11
1562860_at,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,3,3,1,2
1562861_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,26
1562862_at,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,16
1562863_at,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,97,54
1562864_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2
1562865_at,3,3,4,4,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,3,4,3,4,5
1562866_at,3,2,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,3,3,2,3,2,3,41,36
1562869_at,6,5,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,5,38,28
1562870_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2
1562871_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,7
1562873_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2
1562876_s_at,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,2,9,1
1562878_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,16
1562879_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,21
1562880_at,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,19,13
1562885_at,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,24,2
1562886_at,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4
1562888_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,26
1562890_at,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,34,31
1562891_at,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,3
1562892_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,20
1562893_at,3,3,3,6,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,8,3,3,3,7,8
1562894_at,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,10,7
1562895_at,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,4,3,3,3,4,4,3,3,2,2
1562896_at,7,6,7,6,6,6,6,6,7,6,6,7,6,6,6,7,6,6,6,6,6,6,6,85,45
1562898_at,3,3,3,2,2,2,3,2,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,14,3
1562899_at,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,53
1562901_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,7
1562902_at,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,11,7
1562903_at,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,2,1
1562904_s_at,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,5,4,4,4,6,42,14
1562905_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,12
1562906_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,1
1562907_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,11
1562908_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,9,8
1562909_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,21
1562910_at,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,48,1
1562914_a_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,16
1562915_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,34,3
1562916_at,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4
1562918_at,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,29,24
1562919_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10
1562920_at,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,17
1562921_at,4,5,4,7,5,8,4,3,3,5,4,6,5,7,4,4,3,5,3,6,7,4,4,97,61
1562922_at,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,7
1562923_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
1562924_at,5,5,5,5,6,6,5,4,5,5,5,5,7,6,5,4,4,5,5,5,6,5,4,18,21
1562925_at,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,5,4,4,3,4,9,23
1562926_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,6,15
1562927_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1562928_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,24,13
1562930_at,5,4,5,5,5,4,4,5,4,4,5,5,5,4,5,5,4,5,5,4,4,4,5,17,8
1562932_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
1562933_at,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,24,18
1562934_at,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,8,12
1562935_at,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,25,25
1562937_at,5,4,5,5,5,5,5,5,4,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,8
1562938_at,3,3,4,3,3,3,4,4,3,3,4,3,4,4,4,5,3,3,4,4,4,5,5,2,11
1562939_at,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,5
1562940_at,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,36,30
1562941_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
1562942_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,14
1562943_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,21
1562944_at,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4
1562945_at,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,4,4,16,2
1562946_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,49,16
1562947_x_at,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
1562948_at,3,4,4,4,4,3,3,3,3,5,3,3,4,3,3,4,3,4,3,3,3,3,4,60,51
1562949_at,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,15,3
1562950_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,35,19
1562953_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55,36
1562955_at,4,4,5,4,6,4,4,3,4,4,4,3,6,4,4,4,4,5,4,4,4,5,4,46,26
1562957_at,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,8,18
1562960_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,27,17
1562961_at,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,4,3,4,4,4,3,2,3
1562962_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,22
1562965_at,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,11,4
1562966_at,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3,5,4,3,4,11,28
1562969_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,14
1562970_at,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,31,10
1562972_at,4,4,4,5,4,5,4,4,5,4,4,4,5,5,4,5,5,4,4,4,4,4,4,3,3
1562973_at,3,3,3,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,3,3,1,2
1562974_at,4,4,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,3,4,4,3,4,3,4,19
1562976_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3
1562979_at,6,6,6,6,6,5,5,6,6,5,6,6,5,6,6,6,6,6,5,6,6,5,5,8,36
1562981_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,13,12
1562982_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,23
1562983_at,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,25,4
1562984_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,23
1562988_at,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,10,22
1562989_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3
1562990_at,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,12,1
1562991_at,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,10,14
1562992_at,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,8
1562996_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,14
1562997_a_at,2,4,4,3,3,2,2,2,2,4,4,2,3,2,2,2,2,5,3,3,3,3,2,4,3
1562998_at,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,11,0
1562999_x_at,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,3,3,2,2
1563000_at,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2
1563001_at,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,22,0
1563002_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4
1563003_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,13
1563005_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,7
1563007_at,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,4,5,6
1563008_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2
1563009_at,5,5,4,4,5,5,5,5,4,4,4,4,5,5,4,5,4,4,4,5,5,4,5,48,46
1563010_at,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,52,22
1563012_x_at,2,3,2,3,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,23,26
1563013_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7
1563014_at,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,9,13
1563015_at,4,4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,4,4,5,9
1563016_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1563018_at,3,4,3,4,3,3,4,4,3,3,3,3,3,4,4,3,4,3,4,3,4,3,3,10,8
1563019_at,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3
1563022_at,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,1
1563023_at,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,5,18
1563026_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1563027_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,26,4
1563030_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,55
1563031_at,4,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,3,3,2,34
1563032_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,0
1563033_x_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,6
1563034_at,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,27,4
1563035_x_at,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,1
1563036_at,5,4,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,38,14
1563038_at,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,21,25
1563039_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0
1563040_s_at,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,17,1
1563042_at,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,4,5,24
1563043_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,1
1563044_at,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,19,5
1563045_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,18,6
1563048_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,42,11
1563051_at,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,53
1563052_at,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,3,2,2,2,2,2,2,3,11,8
1563053_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,14
1563054_at,2,3,2,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,23,10
1563055_at,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3
1563057_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,25
1563059_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1
1563061_at,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,13,1
1563062_at,6,4,3,3,3,4,4,4,6,4,4,3,3,4,3,4,5,3,4,3,4,4,4,10,15
1563063_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,25,26
1563064_at,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,10,2
1563065_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1
1563068_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3
1563069_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,14,15
1563070_at,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1563071_at,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,3,4
1563072_at,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,6
1563073_at,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,9,18
1563074_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3
1563075_s_at,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,69,34
1563076_x_at,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,33,1
1563077_at,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,82,47
1563078_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,13
1563079_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,11
1563080_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,39
1563081_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,4
1563082_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1563083_s_at,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,17,4
1563085_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,44
1563086_at,5,4,5,5,4,5,4,4,4,4,4,5,5,5,4,4,5,4,5,4,4,4,5,8,30
1563087_at,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,15
1563088_a_at,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,3,4,4,5,3,4,4,4,144,183
1563089_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5
1563090_at,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,53,39
1563091_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15
1563092_at,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,22,17
1563097_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1
1563098_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
1563099_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1
1563101_at,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,10
1563102_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,19,2
1563103_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,9
1563104_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,38,25
1563105_at,5,5,5,5,6,6,5,6,6,5,5,5,5,5,6,5,5,6,5,5,5,5,5,5,24
1563106_at,4,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,5,5,5,5,5,4,4,5,13
1563107_at,4,4,3,4,3,3,4,4,5,4,3,4,3,4,3,4,4,3,3,3,3,3,4,2,17
1563108_at,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,10
1563109_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28,9
1563110_at,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1
1563111_a_at,7,8,9,9,9,9,8,9,7,8,8,8,9,9,8,9,7,8,9,9,9,8,9,144,76
1563112_at,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,6,23
1563113_at,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2
1563114_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,4,2
1563115_at,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,4,4,12
1563116_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
1563117_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,6,3
1563118_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,19,19
1563119_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28,34
1563120_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12
1563121_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,16
1563127_at,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,17
1563128_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
1563129_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1
1563130_a_at,3,5,5,3,4,4,4,3,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,70,21
1563131_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,28
1563132_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,11
1563133_at,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,11
1563135_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6
1563136_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,4
1563137_at,4,4,4,5,4,5,5,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,1
1563138_at,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,34,35
1563139_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1
1563142_at,5,5,5,6,5,5,5,5,5,5,5,6,6,6,5,5,5,5,6,5,5,5,5,73,37
